ILSVRC2012_val_00000007.bin 0c0a08080505050404040404040303
ILSVRC2012_val_00015009.bin 040303030202020202020202020202
ILSVRC2012_val_00015020.bin 080706060606060605050505050504
ILSVRC2012_val_00015039.bin 080707060605050504040404040303
ILSVRC2012_val_00015047.bin 0d0806060505040404040404040403
ILSVRC2012_val_00015054.bin 060505040404040303030303030302
ILSVRC2012_val_00015055.bin 0a0808080706060606050505050505
ILSVRC2012_val_00015067.bin 050404040303030303030303030303
ILSVRC2012_val_00015072.bin 130a09070706050505050404040404
ILSVRC2012_val_00015074.bin 0b0909070706050505050505040404
ILSVRC2012_val_00015095.bin 090807060606060605050504040404
ILSVRC2012_val_00015100.bin 0b0707060605050505050404040403
ILSVRC2012_val_00015106.bin 080606060504040404040404040303
ILSVRC2012_val_00015115.bin 0b0806060505050505050404040404
ILSVRC2012_val_00015124.bin 060504040403030303030303030303
ILSVRC2012_val_00015127.bin 070705050504040404040404040404
ILSVRC2012_val_00015149.bin 060606050505040404040403030303
ILSVRC2012_val_00015166.bin 060605050505050404040404040403
ILSVRC2012_val_00015168.bin 080807070705050404040403030303
ILSVRC2012_val_00015169.bin 080807070606060605050505040404
ILSVRC2012_val_00015170.bin 050505050404040303030303030303
ILSVRC2012_val_00015172.bin 0c0908080705040404040404040303
ILSVRC2012_val_00015180.bin 0b0807070606060505050505040404
ILSVRC2012_val_00015181.bin 070706060605050505050504040404
ILSVRC2012_val_00015185.bin 0b0807060606060505050505040404
ILSVRC2012_val_00015196.bin 050404040403030303030303030202
ILSVRC2012_val_00015209.bin 080606060605050505050504040404
ILSVRC2012_val_00015214.bin 070606060606060605050505050504
ILSVRC2012_val_00015238.bin 050505050505050404040404040404
ILSVRC2012_val_00015239.bin 050404030303030303020202020202
ILSVRC2012_val_00015246.bin 0e0808080707060605040404040303
ILSVRC2012_val_00015248.bin 0f0808080707070505050505040404
ILSVRC2012_val_00015262.bin 080707070606060606050505040404
ILSVRC2012_val_00015270.bin 080807070706060605050505050505
ILSVRC2012_val_00015273.bin 0e0807070706050505040404040404
ILSVRC2012_val_00015284.bin 060505050505040404040404040404
ILSVRC2012_val_00015288.bin 090808080707060606060605050505
ILSVRC2012_val_00015296.bin 060505050505050504040404040404
ILSVRC2012_val_00015297.bin 060505050505040404040404040303
ILSVRC2012_val_00015308.bin 090807060505050505040404040404
ILSVRC2012_val_00015313.bin 090908070707070606060505050504
ILSVRC2012_val_00015316.bin 080606060605050505050505050404
ILSVRC2012_val_00015317.bin 050504040403030303030303030202
ILSVRC2012_val_00015321.bin 080707060606050505050404040404
ILSVRC2012_val_00015331.bin 050504040404040404040303030303
ILSVRC2012_val_00015337.bin 070606060605050505050505050404
ILSVRC2012_val_00015340.bin 0e0909080807070707070606050505
ILSVRC2012_val_00015343.bin 080707070605050505050505040404
ILSVRC2012_val_00015352.bin 0c0605050505050505040404040404
ILSVRC2012_val_00015356.bin 080606050505040404040404030303
ILSVRC2012_val_00015364.bin 090706060505050505050504030303
ILSVRC2012_val_00015365.bin 070505050504040404040404040303
ILSVRC2012_val_00015375.bin 080606060605050505050404040404
ILSVRC2012_val_00015382.bin 050505040404040403030303030303
ILSVRC2012_val_00015397.bin 0b0a09080706060605050505050504
ILSVRC2012_val_00015404.bin 050505040404030303030303030303
ILSVRC2012_val_00015406.bin 060505050404040403030303030302
ILSVRC2012_val_00015409.bin 0a0906060505050404040404040403
ILSVRC2012_val_00015411.bin 060505050404040404040303030303
ILSVRC2012_val_00015424.bin 050505050404030303030303030302
ILSVRC2012_val_00015426.bin 0e0908080707060606050505050404
ILSVRC2012_val_00015428.bin 060505050404040404030303030303
ILSVRC2012_val_00015433.bin 070605050505050504040404040404
ILSVRC2012_val_00015437.bin 0c0c0b0a0808070707070707060505
ILSVRC2012_val_00015443.bin 0d0909080606050505050404040403
ILSVRC2012_val_00015448.bin 060505050404040404030303030303
ILSVRC2012_val_00015452.bin 0f0d09080707060606050505050504
ILSVRC2012_val_00015454.bin 070606060505050404040404030303
ILSVRC2012_val_00015457.bin 0d0908080706060505050505050404
ILSVRC2012_val_00015459.bin 130f0f090808070706060606050504
ILSVRC2012_val_00015462.bin 060606060505050504040404040403
ILSVRC2012_val_00015472.bin 090908080707070707070706060606
ILSVRC2012_val_00015474.bin 060504040403030303030303030302
ILSVRC2012_val_00015481.bin 050404040303030303030303030303
ILSVRC2012_val_00015489.bin 070707060606050505050504040404
ILSVRC2012_val_00015501.bin 070505050504040404040404040303
ILSVRC2012_val_00015503.bin 080706060505050404040404040404
ILSVRC2012_val_00015519.bin 050404040403030303030303030303
ILSVRC2012_val_00015522.bin 0c0a09090808080808070707070707
ILSVRC2012_val_00015539.bin 050505050505040404040404030303
ILSVRC2012_val_00015542.bin 060504040404030303030303030302
ILSVRC2012_val_00015547.bin 060604040404040303030303030303
ILSVRC2012_val_00015553.bin 090706050505040404040404040303
ILSVRC2012_val_00015556.bin 050404040404040404040403030303
ILSVRC2012_val_00015564.bin 0d0a08070707060606050505050505
ILSVRC2012_val_00015567.bin 080605050404040404040404040403
ILSVRC2012_val_00015573.bin 060404040404040404040404030303
ILSVRC2012_val_00015583.bin 090909080807070706060606060606
ILSVRC2012_val_00015586.bin 0a0909080707070606060605050504
ILSVRC2012_val_00015590.bin 070505050504040404040403030303
ILSVRC2012_val_00015591.bin 080606050403030303030303030303
ILSVRC2012_val_00015595.bin 040404040404030303030303030303
ILSVRC2012_val_00015620.bin 090806060606060505050505050504
ILSVRC2012_val_00015628.bin 090806060505050505040404040404
ILSVRC2012_val_00015633.bin 090808070707060606050505050505
ILSVRC2012_val_00015635.bin 080807060606050505050505050505
ILSVRC2012_val_00015639.bin 0b0a09090706060605050505050505
ILSVRC2012_val_00015641.bin 0a0909090806060605050404040404
ILSVRC2012_val_00015649.bin 070605050505040404040404040303
ILSVRC2012_val_00015656.bin 070707060505050404040403030303
ILSVRC2012_val_00015659.bin 0d0d0c090808070606060606060505
ILSVRC2012_val_00015663.bin 070606050505050505040404040404
ILSVRC2012_val_00015678.bin 0b0909070707060606060505050504
ILSVRC2012_val_00015680.bin 0b0907070605040404030303030303
ILSVRC2012_val_00015697.bin 040403030303030303030303030302
ILSVRC2012_val_00015724.bin 070707060606050505050404040403
ILSVRC2012_val_00015727.bin 080706050505050505040404040403
ILSVRC2012_val_00015731.bin 0b0908080707070706060606060606
ILSVRC2012_val_00015747.bin 080808080808070707060605050505
ILSVRC2012_val_00015748.bin 0c0908060505050504040404040404
ILSVRC2012_val_00015750.bin 070706050505040404040404040303
ILSVRC2012_val_00015754.bin 080808070606050505040404040404
ILSVRC2012_val_00015757.bin 090908070605050505050505050504
ILSVRC2012_val_00015768.bin 100706060505050504040404040404
ILSVRC2012_val_00015775.bin 050504040404040303030303030303
ILSVRC2012_val_00015777.bin 090908070606060606050505050404
ILSVRC2012_val_00015778.bin 080806060605040404040404040403
ILSVRC2012_val_00015784.bin 0a0504040404040404040403030303
ILSVRC2012_val_00015797.bin 060505040404040404040303030303
ILSVRC2012_val_00015805.bin 050505040404040404040303030303
ILSVRC2012_val_00015809.bin 0b0808080707070706060606060606
ILSVRC2012_val_00015811.bin 0a0706060606050505050504040404
ILSVRC2012_val_00015833.bin 110606060606060505050504040404
ILSVRC2012_val_00015837.bin 070606050404040404040403030303
ILSVRC2012_val_00015860.bin 070606060505050404040404040404
ILSVRC2012_val_00015866.bin 060505050504040404040403030303
ILSVRC2012_val_00015869.bin 080505040404040404040404030303
ILSVRC2012_val_00015873.bin 0c0606050505050504040404040404
ILSVRC2012_val_00015874.bin 070505050504040404040403030303
ILSVRC2012_val_00015877.bin 080605050404040404040303030303
ILSVRC2012_val_00015880.bin 060504040404040404040303030303
ILSVRC2012_val_00015894.bin 090807070606050505050505040404
ILSVRC2012_val_00015895.bin 070606060606060505050505040404
ILSVRC2012_val_00015896.bin 060605050505040404040404030303
ILSVRC2012_val_00015897.bin 080808080605050505050404040404
ILSVRC2012_val_00015904.bin 0a0a08070706060605050505040404
ILSVRC2012_val_00015905.bin 070606050505040404040403030303
ILSVRC2012_val_00015907.bin 0d0909090807060605050505040404
ILSVRC2012_val_00015927.bin 100b08070706060606050505050404
ILSVRC2012_val_00015937.bin 060605050504040404040404040403
ILSVRC2012_val_00015957.bin 070505050404040404040404040404
ILSVRC2012_val_00015960.bin 090807060606050505050505040404
ILSVRC2012_val_00015961.bin 060505040404040404030303030303
ILSVRC2012_val_00015962.bin 060403030303030303020202020202
ILSVRC2012_val_00015965.bin 070707070606060605050505040404
ILSVRC2012_val_00015975.bin 0b0807070706050505050404040404
ILSVRC2012_val_00015983.bin 070707060606050505050505050504
ILSVRC2012_val_00015984.bin 090807060606050505050504040403
ILSVRC2012_val_00015985.bin 080606060504040403030303030303
ILSVRC2012_val_00015993.bin 070605050504040404040404040404
ILSVRC2012_val_00015994.bin 0b0a08070706060504040404040303
ILSVRC2012_val_00016002.bin 040403030303030303030303020202
ILSVRC2012_val_00016007.bin 0a0808070707060606060505050404
ILSVRC2012_val_00016008.bin 050505050505050404040404040404
ILSVRC2012_val_00016009.bin 090807070707070606060606050505
ILSVRC2012_val_00016010.bin 0c0b07070706060505050505050505
ILSVRC2012_val_00016015.bin 100b0b070706050505050505040404
ILSVRC2012_val_00016017.bin 070706060606060505050505050504
ILSVRC2012_val_00016025.bin 050504040404040404040403030303
ILSVRC2012_val_00016028.bin 070706060606060605050505050505
ILSVRC2012_val_00016030.bin 0c0908080706060605050504040404
ILSVRC2012_val_00016034.bin 060505040403030303030302020202
ILSVRC2012_val_00016043.bin 070505050404040404040303030303
ILSVRC2012_val_00016044.bin 070606050504040404040403030303
ILSVRC2012_val_00016047.bin 090908080707070606060606060505
ILSVRC2012_val_00016049.bin 0b0806050505050504040404040404
ILSVRC2012_val_00016051.bin 050505050505040403030303030303
ILSVRC2012_val_00016055.bin 060505050404040404030303030303
ILSVRC2012_val_00016060.bin 080605050505050505050404040404
ILSVRC2012_val_00016064.bin 070706060505050404040404040404
ILSVRC2012_val_00016069.bin 070606060606050505040404040404
ILSVRC2012_val_00016071.bin 100b0a080606060505050505040404
ILSVRC2012_val_00016072.bin 090908070606060605050504040303
ILSVRC2012_val_00016078.bin 070605050404040404040404040303
ILSVRC2012_val_00016079.bin 040404040404040303030303030303
ILSVRC2012_val_00016088.bin 090707070606050505050505050505
ILSVRC2012_val_00016106.bin 060605050505050504040404030303
ILSVRC2012_val_00016119.bin 090706060505040404040404040404
ILSVRC2012_val_00016158.bin 060606050504040404040303030303
ILSVRC2012_val_00016159.bin 090808070707070606060605050504
ILSVRC2012_val_00016179.bin 090807050505050504040404040404
ILSVRC2012_val_00016182.bin 070707070705050505040404040404
ILSVRC2012_val_00016188.bin 0c0505050504040404040303030303
ILSVRC2012_val_00016200.bin 080404040403030303030303020202
ILSVRC2012_val_00016201.bin 0b0b0a090807070706060505050404
ILSVRC2012_val_00016202.bin 160e0d0c0c0c0b0a09090808080707
ILSVRC2012_val_00016205.bin 060606060606050505050505050504
ILSVRC2012_val_00016207.bin 060605050504040303030303030303
ILSVRC2012_val_00016209.bin 040404030303030303030303030303
ILSVRC2012_val_00016214.bin 090808080707070707060606060606
ILSVRC2012_val_00016216.bin 060606060505050504040404040404
ILSVRC2012_val_00016217.bin 0d0808070606060605050404040404
ILSVRC2012_val_00016227.bin 090808070706060504040404040404
ILSVRC2012_val_00016253.bin 040404040303030303030303030302
ILSVRC2012_val_00016267.bin 060605040404040404040303030303
ILSVRC2012_val_00016269.bin 0c0c0b0a0909080707070706060606
ILSVRC2012_val_00016273.bin 090505050504040404040303030303
ILSVRC2012_val_00016307.bin 0a0606060605050505050504040404
ILSVRC2012_val_00016320.bin 040404040303030303030302020202
ILSVRC2012_val_00016322.bin 040404040303030303030302020202
ILSVRC2012_val_00016348.bin 080707060605050505050404040404
ILSVRC2012_val_00016358.bin 050404030303030303030302020202
ILSVRC2012_val_00016360.bin 080706050504040404040404040403
ILSVRC2012_val_00016375.bin 060505040404040404030303030303
ILSVRC2012_val_00016384.bin 0d0b0b090807070707070707070706
ILSVRC2012_val_00016393.bin 090807060606050505040404040404
ILSVRC2012_val_00016397.bin 060505050404040404040403030303
ILSVRC2012_val_00016412.bin 060505040404040404040403030303
ILSVRC2012_val_00016414.bin 040403030303030303030302020202
ILSVRC2012_val_00016417.bin 080705050505040404040404040404
ILSVRC2012_val_00016423.bin 070706050505050505040404040404
ILSVRC2012_val_00016426.bin 130e07070707070706050505050505
ILSVRC2012_val_00016434.bin 100909080808070707070606060505
ILSVRC2012_val_00016439.bin 130b0b080807070707070706060606
ILSVRC2012_val_00016449.bin 060505040403030303030303030303
ILSVRC2012_val_00016454.bin 090505050404040404030303030303
ILSVRC2012_val_00016460.bin 060504040404040303030303030303
ILSVRC2012_val_00016467.bin 0b0807070706050505050504040403
ILSVRC2012_val_00016473.bin 080707070706060505050404040404
ILSVRC2012_val_00016479.bin 080707060605040404040404040303
ILSVRC2012_val_00016482.bin 060604040404040404030303030303
ILSVRC2012_val_00016485.bin 0b0908080808070707070706060606
ILSVRC2012_val_00016502.bin 080605050404040403030303030303
ILSVRC2012_val_00016518.bin 0c0a0a080707070606050505050504
ILSVRC2012_val_00016531.bin 060605040404030303030303030202
ILSVRC2012_val_00016536.bin 060505050505050404040404040404
ILSVRC2012_val_00016541.bin 070504040404040303030303030303
ILSVRC2012_val_00016551.bin 080806050505050504040403030303
ILSVRC2012_val_00016558.bin 090808070707060606060605050504
ILSVRC2012_val_00016575.bin 0f0b0b0a0a0a0a0908080807070706
ILSVRC2012_val_00016587.bin 050505040404030303020202020202
ILSVRC2012_val_00016592.bin 070505050404040404040403030303
ILSVRC2012_val_00016600.bin 080605050505050404040404040404
ILSVRC2012_val_00016601.bin 0a0909080808070707060606060504
ILSVRC2012_val_00016608.bin 070606050505040404030303030303
ILSVRC2012_val_00016614.bin 050303030303030302020202020202
ILSVRC2012_val_00016619.bin 070706060605050505050404040404
ILSVRC2012_val_00016620.bin 050505050505040404040404040303
ILSVRC2012_val_00016627.bin 070505040403030303030303030303
ILSVRC2012_val_00016639.bin 050505050404040404040303030303
ILSVRC2012_val_00016647.bin 050504040403030303030303030303
ILSVRC2012_val_00016663.bin 080707060606050505050505050404
ILSVRC2012_val_00016664.bin 130d0b0b0a0a090907070707070707
ILSVRC2012_val_00016665.bin 0b0909090807060606060606060505
ILSVRC2012_val_00016676.bin 070505050505040404040404030303
ILSVRC2012_val_00016679.bin 060605040303030303030303030202
ILSVRC2012_val_00016680.bin 130d0c0b0a0a090909080808080807
ILSVRC2012_val_00016683.bin 1410100d0c0c0a0909090808070606
ILSVRC2012_val_00016690.bin 0e0b0b0b0a09090908080806060505
ILSVRC2012_val_00016691.bin 0c0b09080808080808060605050504
ILSVRC2012_val_00016707.bin 0a0707060505050505040404040404
ILSVRC2012_val_00016715.bin 070706060505050505050404040404
ILSVRC2012_val_00016723.bin 0a0806060606060605050505040403
ILSVRC2012_val_00016730.bin 100c0c0b0a0a090808080707070706
ILSVRC2012_val_00016734.bin 0f0a07060606050505050404030303
ILSVRC2012_val_00016735.bin 090807060606060605050505050404
ILSVRC2012_val_00016738.bin 0a0808070707060606050504040403
ILSVRC2012_val_00016741.bin 050504040404040404040303030303
ILSVRC2012_val_00016748.bin 070504040404030303020202020202
ILSVRC2012_val_00016749.bin 070606060606050505050504040303
ILSVRC2012_val_00016751.bin 070707060505050404040404030303
ILSVRC2012_val_00016756.bin 080707060606050505040404040404
ILSVRC2012_val_00016760.bin 050505050404040404040403030303
ILSVRC2012_val_00016762.bin 040404040403030303030303020202
ILSVRC2012_val_00016764.bin 100706060604040404040403030303
ILSVRC2012_val_00016765.bin 150a0a090908070707070605050404
ILSVRC2012_val_00016792.bin 080605050504040404040403030303
ILSVRC2012_val_00016797.bin 060606050505050404030303030303
ILSVRC2012_val_00016799.bin 0a0707060606060505050505040404
ILSVRC2012_val_00016801.bin 060504040404030303030303030303
ILSVRC2012_val_00016812.bin 120f0e0a0a08080807070707070606
ILSVRC2012_val_00016813.bin 070505040403030303030303030303
ILSVRC2012_val_00016819.bin 050505050505050505040404040404
ILSVRC2012_val_00016838.bin 080706060605050505050505050505
ILSVRC2012_val_00016850.bin 080706060504040404040404030303
ILSVRC2012_val_00016851.bin 060606060606050505040404040403
ILSVRC2012_val_00016855.bin 050504040404040403030303030303
ILSVRC2012_val_00016861.bin 0b0606060606050505050504040404
ILSVRC2012_val_00016866.bin 080707070706060505040404040404
ILSVRC2012_val_00016870.bin 060606050505050404040404040403
ILSVRC2012_val_00016872.bin 0c0908070706050505050505040404
ILSVRC2012_val_00016875.bin 070706060606060505050505050404
ILSVRC2012_val_00016876.bin 110b09080706050505050505050505
ILSVRC2012_val_00016877.bin 060606050505050404040403030303
ILSVRC2012_val_00016879.bin 050504040404030303030303030303
ILSVRC2012_val_00016903.bin 0b0a0a090907070707070706060606
ILSVRC2012_val_00016920.bin 0a0908070605050505050505050504
ILSVRC2012_val_00016923.bin 060605050504040404040404040303
ILSVRC2012_val_00016924.bin 0a0505050404040303030303030303
ILSVRC2012_val_00016925.bin 070505050404040404040303030303
ILSVRC2012_val_00016926.bin 0b0707060605050505040404040404
ILSVRC2012_val_00016935.bin 040404040303030303030303030303
ILSVRC2012_val_00016950.bin 080707060606050505050404040404
ILSVRC2012_val_00016952.bin 070605050504040404040303020202
ILSVRC2012_val_00016953.bin 0f0a09070707060605050505050504
ILSVRC2012_val_00016957.bin 050404040303030303020202020202
ILSVRC2012_val_00016962.bin 060505050505050504040404040403
